Id,Name,PublishDate,MarketId,IndustryId
2061,風青,2010/12/09,上櫃,電器電纜
2063,世鎧,2010/09/07,上櫃,鋼鐵工業
2064,晉椿,2014/12/26,上櫃,鋼鐵工業
2065,世豐,2017/04/21,上櫃,鋼鐵工業
2066,世德,2013/09/24,上櫃,電機機械
2067,嘉鋼,2014/05/26,上櫃,電機機械
2070,精湛,2018/12/17,上櫃,電機機械
2073,雄順,2023/06/21,上櫃,鋼鐵工業
2221,大甲,2007/08/01,上櫃,其他業
2230,泰茂,2013/04/18,上櫃,居家生活
2235,謚源,2014/12/15,上櫃,電機機械
2596,綠意,2009/06/01,上櫃,建材營造業
2640,大車隊,2012/11/07,上櫃,數位雲端
2641,正德,2014/10/09,上櫃,航運業
2643,捷迅,2016/03/04,上櫃,航運業
2718,全心投控,2011/03/29,上櫃,建材營造業
2719,燦星旅,2012/02/24,上櫃,觀光餐旅
2724,藝舍-KY,2012/05/29,上櫃,其他業
2726,雅茗-KY,2014/12/24,上櫃,觀光餐旅
2729,瓦城,2012/09/17,上櫃,觀光餐旅
2732,六角,2015/01/20,上櫃,觀光餐旅
2734,易飛網,2013/12/26,上櫃,觀光餐旅
2736,富野,2016/01/06,上櫃,觀光餐旅
2740,華軒,2015/12/24,上櫃,觀光餐旅
2743,山富,2020/03/09,上櫃,觀光餐旅
2745,五福,2018/04/16,上櫃,觀光餐旅
2751,王座,2024/09/10,上櫃,觀光餐旅
2752,豆府,2019/09/25,上櫃,觀光餐旅
2754,亞洲藏壽司,2020/09/17,上櫃,觀光餐旅
2755,揚秦,2020/12/16,上櫃,觀光餐旅
2756,聯發國際,2022/01/14,上櫃,觀光餐旅
2916,滿心,2005/03/10,上櫃,居家生活
2924,宏太-KY,2011/12/02,上櫃,居家生活
2926,誠品生活,2013/01/30,上櫃,文化創意業
2937,集雅社,2017/06/08,上櫃,居家生活
2941,米斯特,2024/03/20,上櫃,居家生活
2947,振宇五金,2021/10/06,上櫃,居家生活
2948,寶陞,2023/12/12,上櫃,居家生活
2949,欣新網,2023/12/15,上櫃,數位雲端
3064,泰偉,2004/06/09,上櫃,文化創意業
3066,李洲,2004/12/02,上櫃,光電業
3067,全域,2003/10/21,上櫃,居家生活
3071,協禧,2004/12/30,上櫃,電腦及週邊設備業
3073,天方能源,2007/10/08,上櫃,綠能環保
3078,僑威,2005/01/31,上櫃,電子零組件業
3081,聯亞,2015/07/22,上櫃,通信網路業
3083,網龍,2003/12/02,上櫃,文化創意業
3085,新零售,2004/03/01,上櫃,數位雲端
3086,華義*,2004/03/29,上櫃,文化創意業
3088,艾訊,2005/04/28,上櫃,電腦及週邊設備業
3093,港建*,2005/06/17,上櫃,其他電子業
3095,及成,2005/05/26,上櫃,通信網路業
3105,穩懋,2011/12/13,上櫃,半導體業
3114,好德,2004/03/25,上櫃,電子零組件業
3115,富榮綱,2005/04/08,上櫃,電子零組件業
3118,進階,2008/05/21,上櫃,生技醫療業
3122,笙泉,2015/01/26,上櫃,半導體業
3128,昇銳,2006/09/04,上櫃,光電業
3131,弘塑,2011/01/17,上櫃,半導體業
3141,晶宏,2014/03/14,上櫃,半導體業
3147,大綜,2018/05/29,上櫃,資訊服務業
3152,璟德,2008/03/24,上櫃,通信網路業
3158,嘉實,2025/11/17,上櫃,資訊服務業
3162,精確,2005/10/03,上櫃,電機機械
3163,波若威,2012/12/03,上櫃,通信網路業
3169,亞信,2009/11/24,上櫃,半導體業
3171,炎洲流通,2004/09/17,上櫃,居家生活
3176,基亞,2011/11/23,上櫃,生技醫療業
3178,公準,2018/11/19,上櫃,半導體業
3188,鑫龍騰,2004/03/17,上櫃,建材營造業
3191,雲嘉南,2005/04/12,上櫃,電子零組件業
3205,佰研,2005/09/12,上櫃,生技醫療業
3206,志豐,2007/02/08,上櫃,電子零組件業
3207,耀勝,2004/11/04,上櫃,電子零組件業
3211,順達,2004/11/08,上櫃,電腦及週邊設備業
3213,茂訊,2004/10/01,上櫃,電腦及週邊設備業
3217,優群,2004/04/30,上櫃,電子零組件業
3218,大學光,2004/11/29,上櫃,生技醫療業
3219,倚強科,2004/03/19,上櫃,其他電子業
3221,台嘉碩,2006/02/22,上櫃,通信網路業
3224,三顧,2004/06/03,上櫃,電子通路業
3226,龍鋒,2004/06/16,上櫃,電機機械
3227,原相,2006/05/04,上櫃,半導體業
3228,金麗科,2005/03/02,上櫃,半導體業
3230,錦明,2006/09/25,上櫃,光電業
3232,昱捷,2004/11/01,上櫃,電子通路業
3234,光環,2011/03/24,上櫃,通信網路業
3236,千如,2004/12/02,上櫃,電子零組件業
3252,海灣,2004/09/23,上櫃,觀光餐旅
3259,鑫創,2007/12/24,上櫃,半導體業
3260,威剛,2004/10/08,上櫃,半導體業
3264,欣銓,2005/01/05,上櫃,半導體業
3265,台星科,2005/08/02,上櫃,半導體業
3268,海德威,2005/01/27,上櫃,半導體業
3272,東碩,2014/08/26,上櫃,電腦及週邊設備業
3276,宇環,2005/01/12,上櫃,電子零組件業
3284,太普高,2005/03/22,上櫃,其他業
3285,微端,2012/07/23,上櫃,其他電子業
3287,廣寰科,2008/01/28,上櫃,電腦及週邊設備業
3288,點晶,2005/04/15,上櫃,電子零組件業
3289,宜特,2004/12/28,上櫃,其他電子業
3290,東浦,2005/05/19,上櫃,電子零組件業
3293,鈊象,2006/07/12,上櫃,文化創意業
3294,英濟,2007/04/27,上櫃,電子零組件業
3297,杭特,2005/06/07,上櫃,光電業
3303,岱稜,2007/05/28,上櫃,其他電子業
3306,鼎天,2005/07/05,上櫃,通信網路業
3310,佳穎,2008/06/27,上櫃,電子零組件業
3313,斐成,2026/06/01,上櫃,建材營造業
3317,尼克森,2007/08/09,上櫃,半導體業
3322,建舜電,2009/05/20,上櫃,電子零組件業
3323,加百裕,2007/06/25,上櫃,電腦及週邊設備業
3324,雙鴻,2005/05/13,上櫃,其他電子業
3325,旭品,2005/08/15,上櫃,電腦及週邊設備業
3332,幸康,2008/01/24,上櫃,電子零組件業
3339,泰谷,2006/06/27,上櫃,光電業
3349,寶德,2022/03/23,上櫃,電腦及週邊設備業
3354,律勝,2005/12/08,上櫃,電子零組件業
3357,臺慶科,2021/04/27,上櫃,電子零組件業
3360,尚立,2006/06/06,上櫃,電子通路業
3362,先進光,2005/09/06,上櫃,光電業
3363,上詮,2011/02/25,上櫃,通信網路業
3372,典範,2005/12/16,上櫃,半導體業
3373,熱映,2007/12/13,上櫃,其他電子業
3374,精材,2015/03/30,上櫃,半導體業
3379,彬台,2011/10/20,上櫃,電機機械
3388,崇越電,2006/02/22,上櫃,電子零組件業
3390,旭軟,2006/02/22,上櫃,電子零組件業
3402,漢科,2007/01/09,上櫃,其他電子業
3430,奇鈦科,2022/09/08,上櫃,化學工業
3434,哲固,2008/01/28,上櫃,光電業
3438,類比科,2006/07/19,上櫃,半導體業
3441,聯一光,2010/10/04,上櫃,光電業
3444,利機,2008/09/26,上櫃,電子通路業
3455,由田,2007/12/27,上櫃,光電業
3465,進泰電子,2008/01/28,上櫃,其他電子業
3466,德晉,2006/05/17,上櫃,通信網路業
3467,台灣精材,2025/03/25,上櫃,半導體業
3479,安勤,2010/06/08,上櫃,電腦及週邊設備業
3483,力致,2006/12/18,上櫃,電腦及週邊設備業
3484,崧騰,2007/11/09,上櫃,電子零組件業
3485,敘豐,2026/05/06,上櫃,電子零組件業
3489,森寶,2007/09/29,上櫃,建材營造業
3490,單井,2007/10/15,上櫃,光電業
3491,昇達科,2008/01/03,上櫃,通信網路業
3492,長盛,2015/05/18,上櫃,電子零組件業
3498,陽程,2007/09/11,上櫃,其他電子業
3499,環天科,2006/10/19,上櫃,通信網路業
3508,位速,2007/10/17,上櫃,其他電子業
3511,矽瑪,2009/02/16,上櫃,電子零組件業
3512,皇龍,2007/07/25,上櫃,建材營造業
3516,亞帝歐,2007/11/29,上櫃,光電業
3520,華盈,2007/10/12,上櫃,電子零組件業
3521,台鋼建設,2025/06/02,上櫃,建材營造業
3522,御嵿,2007/10/15,上櫃,觀光餐旅
3523,迎輝,2007/11/16,上櫃,光電業
3526,凡甲,2007/11/02,上櫃,電子零組件業
3527,聚積,2007/10/29,上櫃,半導體業
3529,力旺,2011/01/24,上櫃,半導體業
3531,先益,2008/04/08,上櫃,光電業
3537,堡達,2010/01/25,上櫃,電子零組件業
3540,曜越,2007/12/12,上櫃,電腦及週邊設備業
3541,西柏,2009/12/22,上櫃,其他電子業
3546,宇峻,2008/04/18,上櫃,文化創意業
3548,兆利,2008/03/27,上櫃,電子零組件業
3551,世禾,2008/04/15,上櫃,綠能環保
3552,同致,2009/01/07,上櫃,其他電子業
3555,博士旺,2011/11/08,上櫃,半導體業
3556,禾瑞亞,2008/04/15,上櫃,半導體業
3558,神準,2013/12/30,上櫃,通信網路業
3564,其陽,2013/12/03,上櫃,通信網路業
3567,逸昌,2010/11/22,上櫃,半導體業
3570,大塚,2008/10/23,上櫃,資訊服務業
3577,泓格,2009/01/06,上櫃,電腦及週邊設備業
3580,友威科,2010/07/09,上櫃,其他電子業
3581,博磊,2015/01/20,上櫃,半導體業
3587,閎康,2009/08/18,上櫃,其他電子業
3594,磐儀,2013/05/07,上櫃,電腦及週邊設備業
3597,映興,2020/03/09,上櫃,電子零組件業
3609,三一東林,2011/01/11,上櫃,電子零組件業
3611,鼎翰,2008/11/26,上櫃,電腦及週邊設備業
3615,安可,2009/04/15,上櫃,光電業
3623,富晶通,2010/04/28,上櫃,光電業
3624,光頡,2011/03/16,上櫃,電子零組件業
3625,西勝,2009/10/28,上櫃,電腦及週邊設備業
3628,盈正,2010/09/09,上櫃,其他電子業
3629,地心引力,2020/06/01,上櫃,文化創意業
3630,新鉅科,2010/04/26,上櫃,光電業
3631,晟楠,2010/12/20,上櫃,電子零組件業
3632,研勤,2011/01/11,上櫃,通信網路業
3646,艾恩特,2012/03/27,上櫃,電子零組件業
3663,鑫科,2012/11/20,上櫃,其他電子業
3664,安瑞-KY,2010/06/24,上櫃,通信網路業
3666,光耀,2014/12/04,上櫃,光電業
3672,康聯訊,2015/04/20,上櫃,通信網路業
3675,德微,2012/06/29,上櫃,半導體業
3680,家登,2011/08/31,上櫃,半導體業
3684,榮昌,2014/03/28,上櫃,通信網路業
3685,元創精密,2010/12/08,上櫃,電機機械
3687,歐買尬,2020/06/01,上櫃,數位雲端
3689,湧德,2012/10/18,上櫃,電子零組件業
3691,碩禾,2010/11/18,上櫃,光電業
3693,營邦,2013/11/27,上櫃,電腦及週邊設備業
3707,漢磊,2014/10/01,上櫃,半導體業
3709,鑫聯大投控,1999/04/16,上櫃,電腦及週邊設備業
3710,連展投控,2017/12/29,上櫃,電子零組件業
3713,新晶投控,2020/02/27,上櫃,綠能環保
4102,永日,2001/03/20,上櫃,生技醫療業
4105,東洋,2001/09/27,上櫃,生技醫療業
4107,邦特,2002/03/04,上櫃,生技醫療業
4109,加捷生醫,2002/08/08,上櫃,生技醫療業
4111,濟生,1999/03/06,上櫃,生技醫療業
4113,聯上,2003/07/22,上櫃,建材營造業
4114,健喬,2003/05/12,上櫃,生技醫療業
4116,明基醫,2015/12/16,上櫃,生技醫療業
4120,友華,2003/11/05,上櫃,生技醫療業
4121,優盛,2003/07/25,上櫃,生技醫療業
4123,晟德,2003/10/07,上櫃,生技醫療業
4126,太醫,2004/02/09,上櫃,生技醫療業
4127,天良,2005/07/29,上櫃,生技醫療業
4128,中天,2006/06/09,上櫃,生技醫療業
4129,聯合,2004/09/29,上櫃,生技醫療業
4130,健亞,2012/01/12,上櫃,生技醫療業
4131,浩泰,2004/04/09,上櫃,生技醫療業
4138,曜亞,2010/12/29,上櫃,生技醫療業
4139,馬光-KY,2011/04/29,上櫃,生技醫療業
4147,中裕,2015/11/23,上櫃,生技醫療業
4153,鈺緯,2013/05/23,上櫃,生技醫療業
4154,樂威科-KY,2011/12/28,上櫃,其他業
4157,太景*-KY,2013/08/30,上櫃,生技醫療業
4160,訊聯基因,2012/09/17,上櫃,生技醫療業
4161,聿新科,2013/06/26,上櫃,生技醫療業
4162,智擎,2012/09/18,上櫃,生技醫療業
4163,鐿鈦,2012/11/15,上櫃,生技醫療業
4166,友霖,2025/08/21,上櫃,生技醫療業
4167,松瑞藥,2015/09/08,上櫃,生技醫療業
4168,醣聯,2012/12/18,上櫃,生技醫療業
4171,瑞基,2018/03/28,上櫃,農業科技業
4173,久裕,2013/10/31,上櫃,生技醫療業
4174,浩鼎,2015/03/23,上櫃,生技醫療業
4175,杏一,2014/04/23,上櫃,生技醫療業
4183,福永生技,2017/03/09,上櫃,生技醫療業
4188,安克,2015/03/24,上櫃,生技醫療業
4192,杏國,2014/10/28,上櫃,生技醫療業
4198,欣大健康,2014/12/23,上櫃,生技醫療業
4205,中華食,1999/01/31,上櫃,食品工業
4207,環泰,2000/01/21,上櫃,食品工業
4303,信立,1999/03/10,上櫃,塑膠工業
4304,勝昱,2000/01/27,上櫃,塑膠工業
4305,世坤,2000/09/28,上櫃,塑膠工業
4401,東隆興,1996/05/09,上櫃,紡織纖維
4402,郡都開發,1997/07/23,上櫃,紡織纖維
4406,新昕纖,1999/01/14,上櫃,紡織纖維
4413,飛寶企業,1999/07/29,上櫃,紡織纖維
4416,三圓,2000/05/06,上櫃,建材營造業
4417,金洲,2000/11/07,上櫃,紡織纖維
4419,皇家美食,2001/06/26,上櫃,觀光餐旅
4420,光明,2002/04/18,上櫃,紡織纖維
4430,耀億,2011/06/09,上櫃,其他業
4432,銘旺實,2012/11/26,上櫃,紡織纖維
4433,興采,2014/11/03,上櫃,紡織纖維
4442,竣邦-KY,2023/11/29,上櫃,紡織纖維
4502,健信,1995/12/12,上櫃,電機機械
4503,金雨,1996/12/19,上櫃,電機機械
4506,崇友,1997/12/06,上櫃,電機機械
4510,高鋒,1998/02/24,上櫃,電機機械
4513,福裕,1998/03/25,上櫃,電機機械
4523,永彰,1999/11/22,上櫃,電機機械
4527,方土霖,2000/09/28,上櫃,電機機械
4528,江興鍛,2001/02/12,上櫃,電機機械
4529,淳紳,2001/05/04,上櫃,其他業
4530,宏易,2001/04/30,上櫃,觀光餐旅
4533,協易機,2002/04/26,上櫃,電機機械
4534,慶騰,2003/03/31,上櫃,電機機械
4535,至興,2003/04/16,上櫃,電機機械
4538,大詠城,2019/01/15,上櫃,電機機械
4541,晟田,2014/07/22,上櫃,其他業
4542,科嶠,2014/08/25,上櫃,電子零組件業
4543,萬在,2016/03/15,上櫃,電機機械
4549,桓達,2014/11/27,上櫃,電機機械
4550,長佳,2015/03/18,上櫃,電機機械
4554,橙的,2016/08/05,上櫃,其他電子業
4556,旭然,2015/12/22,上櫃,其他業
4558,寶緯,2022/03/17,上櫃,電機機械
4561,健椿,2018/06/11,上櫃,電機機械
4563,百德,2018/07/12,上櫃,電機機械
4568,科際精密,2018/10/03,上櫃,電機機械
4577,達航科技,2022/06/14,上櫃,其他電子業
4580,捷流閥業,2020/01/06,上櫃,電機機械
4584,君帆,2022/10/05,上櫃,電機機械
4609,唐鋒,2000/05/19,上櫃,居家生活
4702,中美實,1995/04/21,上櫃,居家生活
4706,大恭,1998/04/17,上櫃,化學工業
4707,磐亞,1998/05/20,上櫃,化學工業
4711,永純,1999/02/24,上櫃,化學工業
4714,永捷,2000/03/27,上櫃,化學工業
4716,大立,2000/03/27,上櫃,化學工業
4721,美琪瑪,2001/03/09,上櫃,化學工業
4726,永昕,2013/12/25,上櫃,生技醫療業
4728,雙美,2012/01/10,上櫃,生技醫療業
4729,熒茂,2009/02/24,上櫃,光電業
4735,豪展,2011/08/16,上櫃,生技醫療業
4741,泓瀚,2017/09/26,上櫃,化學工業
4743,合一,2011/09/23,上櫃,生技醫療業
4744,皇將,2018/07/12,上櫃,生技醫療業
4745,合富-KY,2013/01/30,上櫃,生技醫療業
4747,強生,2013/12/25,上櫃,生技醫療業
4749,新應材,2025/01/17,上櫃,半導體業
4754,國碳科,2016/09/28,上櫃,化學工業
4760,勤凱,2019/03/21,上櫃,其他電子業
4767,誠泰科技,2018/10/29,上櫃,化學工業
4768,晶呈科技,2022/04/13,上櫃,化學工業
4772,台特化,2024/09/20,上櫃,化學工業
4804,大略-KY,2015/12/04,上櫃,觀光餐旅
4806,桂田文創,2016/03/09,上櫃,文化創意業
4903,聯光通,2001/05/14,上櫃,通信網路業
4905,台聯電,2026/06/01,上櫃,生技醫療業
4907,富宇,2002/03/04,上櫃,建材營造業
4908,前鼎,2002/02/27,上櫃,通信網路業
4909,新復興,2002/11/28,上櫃,通信網路業
4911,德英,2011/03/21,上櫃,生技醫療業
4923,力士,2022/03/14,上櫃,半導體業
4924,欣厚-KY,2011/10/18,上櫃,綠能環保
4931,新盛力,2019/09/17,上櫃,電腦及週邊設備業
4933,友輝,2010/05/04,上櫃,光電業
4939,亞電,2011/09/19,上櫃,電子零組件業
4946,辣椒,2011/06/10,上櫃,文化創意業
4950,金耘國際,2012/04/27,上櫃,鋼鐵工業
4951,精拓科,2022/11/03,上櫃,半導體業
4953,緯軟,2014/01/08,上櫃,資訊服務業
4966,譜瑞-KY,2011/09/13,上櫃,半導體業
4971,IET-KY,2013/07/24,上櫃,半導體業
4972,湯石照明,2013/06/17,上櫃,光電業
4973,廣穎,2012/06/19,上櫃,半導體業
4974,亞泰,2011/11/29,上櫃,電子零組件業
4979,華星光,2011/12/12,上櫃,通信網路業
4991,環宇-KY,2014/09/15,上櫃,半導體業
4995,晶達,2012/05/09,上櫃,光電業
5009,榮剛,1998/10/17,上櫃,鋼鐵工業
5011,久陽,1999/05/06,上櫃,鋼鐵工業
5013,強新,2000/05/08,上櫃,鋼鐵工業
5014,建錩,2001/02/15,上櫃,鋼鐵工業
5015,華祺,2000/12/15,上櫃,鋼鐵工業
5016,松和,2001/03/05,上櫃,鋼鐵工業
5201,凱衛,2000/10/12,上櫃,資訊服務業
5202,力新,2000/10/18,上櫃,資訊服務業
5205,中茂,2001/05/14,上櫃,綠能環保
5206,坤悅,2001/10/08,上櫃,建材營造業
5209,新鼎,2002/02/25,上櫃,其他業
5210,寶碩,2002/04/25,上櫃,資訊服務業
5211,蒙恬,2002/12/23,上櫃,資訊服務業
5212,凌網,2003/03/24,上櫃,資訊服務業
5213,亞昕,2003/04/24,上櫃,建材營造業
5220,萬達光電,2018/04/26,上櫃,光電業
5223,安力-KY,2018/07/02,上櫃,電腦及週邊設備業
5227,立凱-KY,2013/12/09,上櫃,電子零組件業
5228,鈺鎧,2022/05/20,上櫃,電子零組件業
5230,雷笛克光學,2012/06/05,上櫃,光電業
5236,凌陽創新,2021/07/29,上櫃,半導體業
5245,智晶,2015/05/25,上櫃,光電業
5251,天鉞電,2012/11/26,上櫃,光電業
5263,智崴,2012/12/18,上櫃,文化創意業
5272,笙科,2013/05/30,上櫃,半導體業
5274,信驊,2013/04/30,上櫃,半導體業
5276,達輝-KY,2014/06/12,上櫃,其他業
5278,尚凡*,2013/06/04,上櫃,數位雲端
5287,數字,2014/01/20,上櫃,數位雲端
5289,宜鼎,2013/11/27,上櫃,電腦及週邊設備業
5291,邑昇,2014/12/23,上櫃,電子零組件業
5299,杰力,2018/01/23,上櫃,半導體業
5301,寶得利,1990/06/25,上櫃,觀光餐旅
5302,太欣,1991/01/17,上櫃,半導體業
5309,系統電,1996/03/18,上櫃,電子零組件業
5310,天剛,1996/04/09,上櫃,資訊服務業
5312,寶島科,1996/05/25,上櫃,生技醫療業
5314,世紀*,1996/09/16,上櫃,其他業
5315,光聯,1996/11/02,上櫃,光電業
5321,美而快,1996/12/30,上櫃,數位雲端
5324,士開,1997/01/30,上櫃,建材營造業
5328,華容,1997/08/28,上櫃,電子零組件業
5340,建榮,1998/01/20,上櫃,電子零組件業
5344,立衛,1998/03/23,上櫃,半導體業
5345,馥鴻,1998/03/23,上櫃,其他業
5347,世界,1998/03/25,上櫃,半導體業
5348,正能量智能,2025/06/02,上櫃,運動休閒
5351,鈺創,1998/05/15,上櫃,半導體業
5353,台林,1998/05/18,上櫃,通信網路業
5355,佳總,1998/06/23,上櫃,電子零組件業
5356,協益,1998/07/20,上櫃,電腦及週邊設備業
5364,力麗店,2013/08/26,上櫃,觀光餐旅
5371,中光電,1999/01/20,上櫃,光電業
5381,光譜,2026/06/01,上櫃,電機機械
